<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20140221,570.95,574.61,565.33,570.57,116346370
VNINDEX,20140224,571.94,576.58,570.07,576.58,112732880
VNINDEX,20140225,575.49,586.20,575.49,586.20,141747900
VNINDEX,20140226,590.64,590.77,582.96,589.81,157700690
VNINDEX,20140227,587.82,596.40,584.79,584.79,225207222
VNINDEX,20140228,586.12,591.36,581.63,586.48,119388297
VNINDEX,20140303,586.65,587.11,573.37,573.38,143297444
VNINDEX,20140304,569.34,572.28,563.55,569.97,125571957
VNINDEX,20140305,569.97,0.00,0.00,574.94,105532293
VNINDEX,20140306,576.17,0.00,0.00,578.56,141304493
VNINDEX,20140307,579.40,0.00,0.00,579.75,157003150
VNINDEX,20140310,580.84,0.00,0.00,583.69,145025550
VNINDEX,20140311,585.10,0.00,0.00,588.50,162492886
VNINDEX,20140312,590.94,596.38,590.02,590.02,177883620
VNINDEX,20140313,590.83,595.22,590.36,595.22,133778877
VNINDEX,20140314,596.20,600.68,594.51,596.83,163926210
VNINDEX,20140317,603.05,603.24,598.70,600.36,170181160
VNINDEX,20140318,602.01,603.21,597.78,599.85,205401807
VNINDEX,20140319,600.73,605.91,600.42,605.59,192008410
VNINDEX,20140324,606.55,608.64,605.95,607.55,194824345
VNINDEX,20140325,609.01,609.46,601.85,601.85,261346500
VNINDEX,20140326,603.54,603.68,587.52,588.06,259085060
VNINDEX,20140327,588.94,591.70,582.81,590.14,151335930
VNINDEX,20140328,592.82,595.70,590.59,594.29,122367440
VNINDEX,20140331,596.41,597.22,591.57,591.57,119514830
VNINDEX,20140401,0.00,0.00,0.00,591.57,0
VNINDEX,20140402,584.17,586.50,574.40,581.67,146779523
VNINDEX,20140403,584.45,590.91,582.83,589.44,105522983
VNINDEX,20140404,589.90,593.72,588.34,593.04,119718455
VNINDEX,20140407,595.72,602.55,595.35,600.57,115651254
VNINDEX,20140408,600.71,603.25,598.52,603.25,127466174
VNINDEX,20140410,603.25,608.89,600.43,601.33,114247627
VNINDEX,20140411,597.87,602.01,594.96,600.57,106926180
VNINDEX,20140414,602.67,602.70,596.05,596.11,128080220
VNINDEX,20140415,596.00,597.99,586.09,586.09,131668530
VNINDEX,20140416,583.64,585.51,567.61,574.29,149242265
VNINDEX,20140417,580.39,583.51,575.83,580.31,117693160
VNINDEX,20140418,580.89,580.89,565.33,565.33,116972898
VNINDEX,20140609,559.04,571.83,558.64,565.61,112503448
VNINDEX,20140610,566.31,571.73,564.32,566.89,79447283
VNINDEX,20140611,567.77,573.05,566.51,570.36,85221016
VNINDEX,20140612,571.19,574.75,568.58,573.77,96141153
VNINDEX,20140613,573.58,577.27,573.03,574.48,72408393
VNINDEX,20140616,575.20,575.87,571.76,572.37,87593555
VNINDEX,20140617,571.80,573.15,567.58,572.25,108669056
VNINDEX,20140618,571.74,575.03,570.03,570.03,99955525
VNINDEX,20140619,564.93,569.41,558.65,567.35,124333699
VNINDEX,20140620,568.45,571.76,560.78,560.78,123445643
VNINDEX,20140623,561.97,567.71,561.97,565.92,62543580
VNINDEX,20140624,565.47,570.37,565.12,569.74,67575649
VNINDEX,20140625,570.33,574.62,569.27,572.27,96490753
VNINDEX,20140626,572.23,578.29,570.33,576.40,123938238
VNINDEX,20140627,576.29,580.75,575.10,578.82,74414898
VNINDEX,20140630,578.28,582.26,577.76,578.13,76496630
VNINDEX,20140701,578.93,582.16,577.30,578.07,104403768
VNINDEX,20140702,578.90,581.89,576.88,578.80,109096029
VNINDEX,20140703,581.24,585.02,580.55,585.02,131463926
VNINDEX,20140704,585.66,591.38,585.66,589.35,132764372
VNINDEX,20140707,592.23,594.84,589.61,590.69,127746391
VNINDEX,20140708,591.63,593.40,588.54,591.47,96629270
VNINDEX,20140709,591.82,593.42,590.46,591.60,109819763
VNINDEX,20140710,591.21,591.35,581.49,584.88,152831885
VNINDEX,20140711,584.29,586.57,580.54,582.77,78299428
VNINDEX,20140714,583.55,586.23,581.99,586.23,68061940
VNINDEX,20140715,587.92,590.09,587.68,589.31,137424848
VNINDEX,20140716,594.13,594.29,589.68,589.68,138138520
VNINDEX,20140717,588.99,591.42,586.07,590.37,96550889
VNINDEX,20140718,590.90,596.26,589.33,596.26,144369890
VNINDEX,20140721,598.11,604.64,596.96,601.04,111554600
VNINDEX,20140722,599.30,600.93,594.85,597.98,103903204
VNINDEX,20140723,599.56,599.56,594.10,597.50,65415149
VNINDEX,20140724,597.03,602.49,597.03,602.06,87860250
VNINDEX,20140725,603.54,605.78,600.14,600.14,99969048
VNINDEX,20140728,599.13,599.35,587.78,589.45,111541350
VNINDEX,20140729,590.57,592.24,585.75,592.24,62283321
VNINDEX,20140730,591.15,593.58,588.53,589.33,81073130
VNINDEX,20140731,589.35,596.11,587.68,596.07,64622962
VNINDEX,20140801,594.66,596.80,592.38,593.90,65130297
VNINDEX,20140804,592.04,600.52,592.04,599.04,71641464
VNINDEX,20140805,600.46,607.73,599.10,607.73,86632550
VNINDEX,20140806,607.95,610.88,605.63,606.70,94020497
VNINDEX,20140807,603.94,608.42,603.13,607.62,91130306
VNINDEX,20140808,607.18,610.09,604.08,605.43,108880699
VNINDEX,20140811,602.78,607.16,600.48,602.13,87720330
VNINDEX,20140812,600.52,604.89,598.71,601.78,82997797
VNINDEX,20140813,601.03,604.51,599.64,602.76,95741320
VNINDEX,20140814,605.03,607.84,604.08,605.25,112025144
VNINDEX,20140815,605.25,608.46,603.24,604.24,105894724
VNINDEX,20140818,605.42,607.79,603.33,605.08,139413025
VNINDEX,20140819,607.27,609.04,603.61,604.64,134150022
VNINDEX,20140820,604.30,608.72,602.81,606.70,107831991
VNINDEX,20140821,608.91,616.96,608.58,612.94,151001110
VNINDEX,20140822,614.51,622.97,614.51,620.14,163547241
VNINDEX,20140825,622.71,629.58,622.16,625.88,182015010
VNINDEX,20140826,627.13,631.17,625.10,629.06,135433540
VNINDEX,20140827,630.84,632.25,624.68,628.77,157140925
VNINDEX,20140828,627.41,635.94,626.32,632.03,164370253
VNINDEX,20140829,634.91,640.19,631.11,636.65,189882100
VNINDEX,20140903,640.69,644.56,638.95,640.75,204659770
VNINDEX,20140904,638.60,642.88,636.56,640.22,163378441
VNINDEX,20140905,640.63,641.96,638.55,638.65,161905991
VNINDEX,20140908,641.88,642.72,639.19,639.85,182224667
VNINDEX,20140909,640.50,641.20,622.76,626.92,280299892
VNINDEX,20140910,625.59,630.03,618.54,628.80,141622120
VNINDEX,20140911,629.77,633.60,626.26,628.99,129414618
VNINDEX,20140912,631.31,632.91,627.42,632.50,144087285
VNINDEX,20140915,633.86,636.65,630.34,630.34,212383873
VNINDEX,20140916,628.96,631.59,623.66,627.66,180897170
VNINDEX,20140917,630.48,632.22,625.66,625.66,189811760
VNINDEX,20140918,625.95,627.29,615.80,615.80,179594623
VNINDEX,20140919,615.86,619.80,612.40,613.29,218231910
VNINDEX,20140922,617.71,621.36,611.93,611.93,143308728
VNINDEX,20140923,611.75,615.99,610.39,610.39,144390593
VNINDEX,20140924,609.51,611.61,603.59,603.59,132704220
VNINDEX,20140925,604.31,605.50,594.28,605.10,135774325
VNINDEX,20140926,608.80,610.15,604.98,604.98,143917260
VNINDEX,20140929,605.03,605.03,599.78,599.78,127430796
VNINDEX,20140930,597.11,601.54,594.00,598.80,153786358
VNINDEX,20141001,603.50,611.74,603.44,609.27,183011333
VNINDEX,20141002,612.43,614.80,607.57,612.66,180214921
VNINDEX,20141003,613.38,615.42,610.55,611.55,190314722
VNINDEX,20141006,612.11,616.13,611.77,614.42,168958470
VNINDEX,20141007,614.16,617.01,612.94,614.08,194635280
VNINDEX,20141008,615.04,618.37,611.98,617.26,175390800
VNINDEX,20141009,622.25,626.90,622.25,624.34,163349106
VNINDEX,20141010,623.85,627.49,617.72,617.72,150441103
VNINDEX,20141013,615.77,618.29,608.27,614.22,119913646
VNINDEX,20141014,614.22,616.71,605.79,605.79,115310870
VNINDEX,20141015,603.73,606.40,596.50,604.29,124373880
VNINDEX,20141016,603.11,603.59,585.76,587.17,169571793
VNINDEX,20141017,585.95,591.85,577.79,585.28,130527827
VNINDEX,20141020,588.38,593.20,585.70,589.24,82444742
VNINDEX,20141021,590.17,601.14,588.75,600.55,87101770
VNINDEX,20141022,600.27,603.97,598.99,601.59,101804136
VNINDEX,20141023,598.87,602.02,593.11,593.53,151034338
VNINDEX,20141024,592.66,595.33,588.72,591.51,93570938
VNINDEX,20141027,590.33,591.59,580.02,580.80,104193902
VNINDEX,20141028,578.73,584.43,578.44,583.13,116563475
VNINDEX,20141029,585.68,591.83,585.68,591.20,100309342
VNINDEX,20141030,593.09,594.30,589.14,589.14,96454830
VNINDEX,20141031,591.12,600.84,588.16,600.84,132329205
VNINDEX,20141103,603.44,606.94,602.51,603.15,123870111
VNINDEX,20141104,601.55,604.47,598.39,598.39,116124729
VNINDEX,20141105,599.64,602.53,593.53,597.01,146011840
VNINDEX,20141106,599.20,601.28,596.73,597.85,93438549
VNINDEX,20141107,598.41,603.32,597.73,602.59,125602912
VNINDEX,20141110,604.75,607.50,602.12,602.12,138816769
VNINDEX,20141111,603.48,608.68,601.85,604.23,136607077
VNINDEX,20141112,605.14,606.36,603.12,604.01,126581590
VNINDEX,20141113,605.25,607.29,602.62,603.16,157537646
VNINDEX,20141114,601.69,602.51,596.95,600.36,145108258
VNINDEX,20141117,602.40,604.63,600.93,600.93,114368771
VNINDEX,20141118,600.86,602.53,594.25,594.25,143921465
VNINDEX,20141119,594.88,597.29,588.35,588.35,162360597
VNINDEX,20141120,592.17,594.76,589.84,593.32,152658810
VNINDEX,20141121,594.71,596.02,588.03,588.03,160143220
VNINDEX,20141124,585.08,586.54,580.92,582.53,115957190
VNINDEX,20141125,583.53,588.42,583.53,585.91,114074387
VNINDEX,20141126,587.58,588.16,575.09,576.04,162038348
VNINDEX,20141127,575.63,575.82,567.36,572.89,117664958
VNINDEX,20141128,570.61,572.12,565.10,566.58,145679937
VNINDEX,20141201,566.22,571.69,565.09,568.01,123856042
VNINDEX,20141202,570.44,570.79,568.55,569.43,101634189
VNINDEX,20141203,570.48,575.95,570.44,574.88,119136054
VNINDEX,20141204,576.63,581.27,576.63,578.38,108387180
VNINDEX,20141205,578.52,582.42,578.18,578.76,106676540
VNINDEX,20141208,577.44,577.44,569.24,571.68,113549183
VNINDEX,20141209,567.55,567.55,554.51,555.31,191552910
VNINDEX,20141210,550.35,558.47,544.78,557.19,119404619
VNINDEX,20141211,549.78,557.96,547.55,550.11,95717629
VNINDEX,20141212,547.69,554.82,547.69,553.93,77358806
VNINDEX,20141215,550.80,554.35,547.93,547.93,84730943
VNINDEX,20141216,545.33,545.66,535.00,535.14,128015088
VNINDEX,20141217,535.27,536.64,513.06,518.22,171356990
VNINDEX,20141218,522.90,528.60,521.33,528.45,113296932
VNINDEX,20141219,527.61,533.30,522.10,523.09,180821470
VNINDEX,20141222,527.28,537.54,527.28,537.54,98812658
VNINDEX,20141223,535.61,543.22,532.78,537.88,110198639
VNINDEX,20141224,540.46,541.73,536.79,539.44,70678530
VNINDEX,20141225,536.21,537.47,531.52,532.01,89289563
VNINDEX,20141226,531.84,537.89,527.41,533.37,105314366
VNINDEX,20141229,533.37,538.83,528.63,532.68,104107819
VNINDEX,20141230,531.07,537.57,526.61,537.57,86681859
VNINDEX,20141231,538.68,546.62,537.91,545.63,122766145
VNINDEX,20150105,545.43,549.22,543.78,544.45,95949953
VNINDEX,20150106,539.08,550.11,538.82,549.66,112316461
VNINDEX,20150107,548.44,555.83,548.44,552.05,111705080
VNINDEX,20150108,553.49,556.80,552.15,553.47,77867146
VNINDEX,20150109,555.53,570.52,555.53,569.73,107474507
VNINDEX,20150112,575.86,579.73,574.07,574.32,134928562
VNINDEX,20150113,573.26,580.65,573.26,580.60,111664637
VNINDEX,20150114,579.77,582.21,571.67,577.01,108938080
VNINDEX,20150115,577.01,581.24,575.36,577.74,120095579
VNINDEX,20150116,576.88,578.51,574.08,574.81,106677703
VNINDEX,20150119,576.50,579.06,570.10,571.51,85869950
VNINDEX,20150120,570.78,574.96,570.14,572.22,79190190
VNINDEX,20150121,573.54,574.41,569.12,569.12,83040200
VNINDEX,20150122,569.74,576.48,567.82,574.54,83828883
VNINDEX,20150123,578.22,583.57,577.57,582.38,184122823
VNINDEX,20150126,584.89,586.76,580.64,580.64,139906999
VNINDEX,20150127,580.45,584.28,575.50,579.30,157540891
VNINDEX,20150128,579.56,584.35,578.59,583.76,113561440
VNINDEX,20150129,584.18,585.66,580.37,583.28,109682059
VNINDEX,20150130,584.08,584.08,574.46,576.07,102197700
VNINDEX,20150202,576.07,579.73,570.37,570.37,85071802
VNINDEX,20150203,572.56,574.83,557.47,557.47,96935831
VNINDEX,20150204,556.93,561.69,553.21,561.45,100169716
VNINDEX,20150205,562.17,568.22,562.05,567.17,78742544
VNINDEX,20150206,569.03,574.36,569.03,574.13,64274918
VNINDEX,20150209,574.06,577.04,572.79,573.55,71316820
VNINDEX,20150210,575.74,578.42,574.24,574.52,73830792
VNINDEX,20150211,574.88,581.76,574.88,581.76,77500496
VNINDEX,20150213,586.26,589.02,585.60,587.24,73837820
VNINDEX,20150224,590.18,596.95,589.74,596.95,62893419
VNINDEX,20150225,596.90,601.55,592.66,592.66,99237866
VNINDEX,20150226,593.95,597.07,591.78,596.72,89935440
VNINDEX,20150227,598.00,598.40,590.58,592.57,78310062
VNINDEX,20150302,591.75,593.72,588.59,590.73,86655948
VNINDEX,20150303,590.42,597.45,590.42,596.72,112826690
VNINDEX,20150304,598.49,600.69,595.34,600.39,120522460
VNINDEX,20150305,601.08,602.40,596.75,596.91,134357502
VNINDEX,20150306,596.42,598.33,592.71,593.97,101676233
VNINDEX,20150309,594.08,596.32,587.27,588.44,98831480
VNINDEX,20150310,586.38,591.17,586.38,589.66,105173875
VNINDEX,20150311,589.04,590.56,586.49,586.54,86316492
VNINDEX,20150312,585.89,589.67,585.48,588.53,82739692
VNINDEX,20150313,589.04,591.75,586.10,586.10,97281740
VNINDEX,20150316,583.26,586.19,580.55,580.80,100538780
VNINDEX,20150317,580.60,583.59,580.60,581.76,105054970
VNINDEX,20150318,580.81,581.53,577.26,578.68,108040880
VNINDEX,20150319,579.39,580.32,573.52,573.74,84526970
VNINDEX,20150320,572.57,577.56,571.92,575.44,151536960
VNINDEX,20150323,576.64,579.39,570.44,570.89,99548172
VNINDEX,20150324,569.33,569.91,562.07,567.43,91921673
VNINDEX,20150325,567.62,568.40,559.87,560.93,87606340
VNINDEX,20150326,556.12,559.68,553.19,556.16,83825010
VNINDEX,20150327,558.93,561.13,549.65,551.42,91630502
VNINDEX,20150330,551.75,554.26,545.07,545.19,108626597
VNINDEX,20150331,544.87,552.72,544.87,551.13,83615827
VNINDEX,20150401,550.80,551.69,537.30,538.91,129132966
VNINDEX,20150402,540.54,546.85,536.87,546.85,89755500
VNINDEX,20150403,548.69,550.30,544.22,547.85,70713550
VNINDEX,20150406,548.11,549.28,542.97,542.97,71851972
VNINDEX,20150407,542.71,548.37,540.79,548.11,96779408
VNINDEX,20150408,549.69,551.23,546.29,547.72,80149309
VNINDEX,20150409,547.26,552.53,546.76,550.52,94464349
VNINDEX,20150410,550.96,557.65,550.96,554.03,104201065
VNINDEX,20150413,556.35,559.68,555.97,559.54,72141841
VNINDEX,20150414,559.81,562.95,558.49,558.67,69539197
VNINDEX,20150415,558.94,565.39,558.94,564.50,82310547
VNINDEX,20150416,564.50,570.68,564.50,568.28,100518330
VNINDEX,20150417,568.87,572.76,568.28,568.32,107308470
VNINDEX,20150420,568.52,568.83,562.66,565.04,98954159
VNINDEX,20150421,563.78,567.52,562.24,562.24,98592506
VNINDEX,20150422,562.58,565.04,561.53,562.51,91608120
VNINDEX,20150423,562.85,564.45,557.57,561.25,76336705
VNINDEX,20150424,563.17,567.36,561.56,565.77,61680945
VNINDEX,20150427,567.77,568.47,562.40,562.40,61882580
VNINDEX,20150504,560.62,563.36,545.08,545.08,112493038
VNINDEX,20150505,544.80,552.65,539.04,552.65,116972118
VNINDEX,20150506,553.30,555.51,548.17,549.30,89293918
VNINDEX,20150507,548.51,554.22,547.53,552.98,70107660
VNINDEX,20150508,551.57,556.39,550.93,554.51,72948230
VNINDEX,20150511,554.50,556.20,550.57,551.67,108342081
VNINDEX,20150512,551.98,552.56,542.70,544.41,79641182
VNINDEX,20150513,545.50,546.99,538.76,542.82,79428780
VNINDEX,20150514,542.53,545.00,540.72,543.69,67995728
VNINDEX,20150515,543.61,545.48,537.44,537.44,74945168
VNINDEX,20150518,535.82,536.71,528.90,528.95,105370270
VNINDEX,20150519,530.00,537.19,530.00,536.82,93794238
VNINDEX,20150520,536.35,550.33,536.07,550.10,128457950
VNINDEX,20150521,550.99,554.00,547.95,552.56,112191076
VNINDEX,20150522,553.41,561.82,550.81,561.82,119603570
VNINDEX,20150525,560.80,563.84,558.50,563.00,108172345
VNINDEX,20150526,563.31,570.29,562.58,567.20,143157231
VNINDEX,20150527,564.64,569.63,563.28,566.48,115039470
VNINDEX,20150528,566.13,576.92,564.73,572.97,151798276
VNINDEX,20150529,572.73,577.03,568.70,569.56,135981181
VNINDEX,20150601,571.15,579.58,570.14,574.98,118501583
VNINDEX,20150602,575.70,581.24,570.31,570.31,123887116
VNINDEX,20150603,570.55,573.91,567.81,567.90,125465980
VNINDEX,20150604,568.01,573.50,567.89,568.99,113850448
VNINDEX,20150605,568.63,579.01,568.37,578.07,147673160
VNINDEX,20150608,580.74,585.51,579.45,579.83,193168139
VNINDEX,20150609,578.68,582.13,573.73,574.47,162014406
VNINDEX,20150610,576.06,576.62,569.59,574.10,133530725
VNINDEX,20150611,577.32,582.68,575.25,581.05,166695844
VNINDEX,20150612,582.54,585.01,578.80,582.73,163046490
VNINDEX,20150615,583.51,586.67,581.35,586.48,154918630
VNINDEX,20150616,587.76,589.33,580.35,580.35,162621442
VNINDEX,20150617,578.53,584.04,575.88,578.87,131353017
VNINDEX,20150618,578.73,583.02,578.47,580.35,98182300
VNINDEX,20150619,584.08,588.48,582.47,584.70,201253300
VNINDEX,20150622,588.33,594.08,588.01,594.08,154756804
VNINDEX,20150623,592.44,595.11,590.76,593.07,130756238
VNINDEX,20150624,592.19,594.01,589.02,590.02,128936836
VNINDEX,20150625,589.29,590.37,585.34,587.99,114600820
VNINDEX,20150626,586.04,592.59,581.75,581.75,152466275
VNINDEX,20150629,580.16,591.75,579.61,591.75,121736895
VNINDEX,20150630,588.77,598.98,588.77,593.05,156142734
VNINDEX,20150701,594.52,594.52,587.33,591.50,133015191
VNINDEX,20150702,590.52,605.70,590.52,605.70,136673256
VNINDEX,20150703,608.82,617.96,608.82,616.43,164545634
VNINDEX,20150706,618.75,625.34,618.65,625.22,179746153
VNINDEX,20150707,623.89,633.73,620.59,630.27,175372826
VNINDEX,20150708,630.40,634.13,617.29,623.17,191326801
VNINDEX,20150709,616.20,626.38,613.34,622.10,148192176
VNINDEX,20150710,627.56,630.79,624.70,627.28,216829191
VNINDEX,20150713,631.56,637.07,627.69,634.06,140485030
VNINDEX,20150714,635.55,640.43,628.43,638.69,155025876
VNINDEX,20150715,640.43,641.06,630.89,630.89,141789461
VNINDEX,20150716,627.32,632.21,622.57,626.90,132735829
VNINDEX,20150717,628.45,631.67,626.21,628.63,106876812
VNINDEX,20150720,624.84,624.84,616.11,620.54,120577490
VNINDEX,20150721,619.90,624.47,613.83,616.61,100715190
VNINDEX,20150722,614.56,629.94,613.58,629.85,120809536
VNINDEX,20150723,632.07,637.91,631.43,632.01,120931816
VNINDEX,20150724,633.27,634.61,627.99,631.26,111646685
VNINDEX,20150727,629.68,636.84,629.42,635.46,123978732
VNINDEX,20150728,636.58,639.54,631.47,631.47,155012385
VNINDEX,20150729,632.00,634.64,624.70,624.70,114155520
VNINDEX,20150730,625.46,627.11,622.43,626.57,102580431
VNINDEX,20150731,628.31,629.97,621.06,621.06,112601314
VNINDEX,20150803,617.12,617.12,605.63,609.47,129775440
VNINDEX,20150804,607.95,609.91,600.76,600.76,83579840
VNINDEX,20150805,600.68,608.21,600.68,607.08,108568356
VNINDEX,20150806,607.84,609.31,600.85,601.04,110438300
VNINDEX,20150807,601.57,604.04,597.75,603.76,87763805
VNINDEX,20150810,603.82,614.53,603.82,614.53,90733790
VNINDEX,20150811,615.17,619.69,611.17,613.05,119704416
VNINDEX,20150812,609.33,611.46,602.01,604.24,112168470
VNINDEX,20150813,603.31,603.31,590.44,594.26,126466967
VNINDEX,20150814,592.80,598.55,585.97,589.03,90668550
VNINDEX,20150817,588.67,591.20,571.26,573.15,108220070
VNINDEX,20150818,571.31,580.22,571.22,580.22,93866701
VNINDEX,20150819,576.44,580.99,569.21,577.82,106329590
VNINDEX,20150820,577.82,577.82,565.09,566.69,113118145
VNINDEX,20150821,559.34,559.97,542.31,556.30,185890140
VNINDEX,20150824,550.48,550.48,523.55,526.93,174559919
VNINDEX,20150825,511.13,535.48,511.13,529.98,177692294
VNINDEX,20150826,530.05,545.89,530.05,545.89,124142260
VNINDEX,20150827,551.89,558.93,551.44,555.81,127733040
VNINDEX,20150828,561.36,570.87,559.35,570.87,165727370
VNINDEX,20150831,573.10,573.10,563.99,564.75,127965687
VNINDEX,20150901,565.75,569.18,561.28,562.31,98666090
VNINDEX,20150903,559.32,561.43,551.47,554.30,93471190
VNINDEX,20150904,554.85,558.90,554.77,556.81,66984681
VNINDEX,20150907,557.07,560.09,554.44,554.93,75024450
VNINDEX,20150908,554.48,566.72,554.34,566.72,107299931
VNINDEX,20150909,574.06,574.73,569.69,572.34,89599390
VNINDEX,20150910,567.51,576.13,567.09,572.07,70327858
VNINDEX,20150911,572.14,573.99,566.18,566.74,94986910
VNINDEX,20150914,569.21,572.25,561.46,562.17,84875711
VNINDEX,20150915,564.38,565.05,561.10,563.27,85238120
VNINDEX,20150916,561.86,564.82,561.69,564.13,74657307
VNINDEX,20150917,563.93,565.85,562.48,562.48,88373514
VNINDEX,20150918,564.69,569.50,564.69,566.25,153413503
VNINDEX,20150921,566.74,572.26,565.16,572.12,109412321
VNINDEX,20150922,573.09,575.17,570.26,573.20,121249664
VNINDEX,20150923,570.64,573.85,569.51,572.72,107830778
VNINDEX,20150924,573.50,575.36,570.12,570.25,107033234
VNINDEX,20150925,570.41,572.09,567.71,570.38,79089825
VNINDEX,20150928,571.29,572.15,564.88,564.88,86044001
VNINDEX,20150929,559.83,561.76,557.65,561.19,93139990
VNINDEX,20150930,562.50,565.65,562.50,562.64,83821689
VNINDEX,20151001,563.39,565.63,563.23,563.54,82587308
VNINDEX,20151002,563.33,565.01,561.73,562.31,81795149
VNINDEX,20151005,564.58,570.00,563.95,570.00,98664048
VNINDEX,20151006,577.45,581.38,574.63,581.29,179239993
VNINDEX,20151007,583.97,587.30,579.57,579.57,126077827
VNINDEX,20151008,580.04,588.35,579.82,586.78,194056072
VNINDEX,20151009,590.91,593.02,587.57,588.02,162687753
VNINDEX,20151012,587.72,594.74,587.25,592.10,152110985
VNINDEX,20151013,589.09,591.66,588.54,590.84,115293788
VNINDEX,20151014,592.45,593.73,589.62,589.98,113476812
VNINDEX,20151015,591.36,594.17,588.98,592.40,115345487
VNINDEX,20151016,592.40,599.74,592.40,593.02,132294470
VNINDEX,20151019,593.87,598.11,591.60,594.61,107689287
VNINDEX,20151020,594.97,596.37,588.26,590.45,118292310
VNINDEX,20151021,590.43,594.50,589.84,590.24,100314613
VNINDEX,20151022,590.24,595.81,589.74,595.08,94881079
VNINDEX,20151023,598.55,602.55,598.25,601.74,104409506
VNINDEX,20151026,604.41,606.79,598.61,598.61,102759469
VNINDEX,20151027,597.80,600.51,595.62,598.44,106258088
VNINDEX,20151028,599.09,601.09,596.24,596.24,119718630
VNINDEX,20151029,599.32,605.20,598.80,605.20,102964589
VNINDEX,20151030,605.49,608.01,603.93,607.37,91228743
VNINDEX,20151102,607.93,610.17,601.99,602.76,123804242
VNINDEX,20151103,605.32,611.71,600.46,611.71,116501092
VNINDEX,20151104,614.29,617.93,610.60,610.60,112568865
VNINDEX,20151105,609.49,616.46,608.53,615.18,99747811
VNINDEX,20151106,615.54,617.79,608.89,612.36,109916849
VNINDEX,20151109,612.29,613.79,610.35,610.66,122658556
VNINDEX,20151110,609.30,610.60,605.08,605.27,119828327
VNINDEX,20151111,604.13,609.24,603.34,603.53,95353677
VNINDEX,20151112,602.02,605.58,595.86,605.58,144360576
VNINDEX,20151113,604.41,611.27,603.72,611.27,159048896
VNINDEX,20151116,609.77,611.92,605.39,609.21,137771821
VNINDEX,20151117,609.46,611.18,605.05,605.05,171375598
VNINDEX,20151118,603.32,606.62,602.13,603.34,123130657
VNINDEX,20151119,604.38,605.56,600.84,601.90,122666073
VNINDEX,20151120,602.11,606.58,601.90,604.46,140714933
VNINDEX,20151123,605.89,607.69,599.99,599.99,153192570
VNINDEX,20151124,599.81,599.94,590.41,593.83,169697131
VNINDEX,20151125,593.24,596.92,588.10,595.70,143862187
VNINDEX,20151126,593.12,594.67,590.39,590.40,157756736
VNINDEX,20151127,589.09,591.84,582.86,582.86,142236204
VNINDEX,20151207,570.12,571.20,563.41,563.62,78317859
VNINDEX,20151208,561.00,574.15,556.92,574.15,112952020
VNINDEX,20151209,575.08,576.63,565.20,565.20,107435090
VNINDEX,20151210,564.86,567.62,561.04,561.04,113098598
VNINDEX,20151211,560.99,567.13,559.73,563.43,98046395
VNINDEX,20151216,570.36,575.54,570.36,572.55,114455822
VNINDEX,20160119,525.65,535.77,528.16,535.77,125998178
VNINDEX,20160120,532.81,536.57,529.42,529.44,128297680
VNINDEX,20160121,529.44,531.21,520.74,521.88,152779535
VNINDEX,20160122,521.88,525.83,513.82,522.24,169036178
VNINDEX,20160125,530.58,542.36,522.24,542.35,164266326
VNINDEX,20160126,534.06,542.98,531.27,537.73,142005584
VNINDEX,20160127,541.18,543.88,540.03,542.69,124968204
VNINDEX,20160128,542.01,544.73,538.59,539.47,113207754
VNINDEX,20160129,539.96,545.71,537.51,545.25,122861408
VNINDEX,20160201,545.27,548.58,540.56,540.56,107294633
VNINDEX,20160202,537.71,542.26,535.38,536.45,93183702
VNINDEX,20160203,531.11,539.07,530.23,539.07,87346741
VNINDEX,20160204,542.91,545.17,541.66,542.15,67891131
VNINDEX,20160205,540.64,545.54,540.64,544.75,61850624
VNINDEX,20160215,540.13,544.59,537.81,543.79,68697819
VNINDEX,20160216,545.72,548.89,545.72,548.05,108042955
VNINDEX,20160217,551.38,552.38,547.05,547.05,131155927
VNINDEX,20160218,550.51,555.05,549.16,552.49,125514129
VNINDEX,20160219,552.37,555.16,551.38,554.03,185583566
VNINDEX,20160222,555.31,561.44,555.31,560.71,152960690
VNINDEX,20160223,564.75,567.58,561.09,561.28,159711325
VNINDEX,20160224,559.48,569.70,557.77,568.04,160236400
VNINDEX,20160225,571.15,573.63,562.82,562.82,151424152
VNINDEX,20160226,565.61,566.80,562.39,566.11,106608060
VNINDEX,20160229,565.61,566.31,559.37,559.37,129709130
VNINDEX,20160301,560.03,565.65,560.03,561.56,141418360
VNINDEX,20160302,564.85,570.18,562.97,570.18,144882879
VNINDEX,20160303,573.06,573.88,569.39,570.39,132208151
VNINDEX,20160304,570.18,576.02,568.83,573.65,142762839
VNINDEX,20160307,575.76,580.95,575.39,576.20,158921649
VNINDEX,20160308,576.75,579.87,574.53,574.71,149051130
VNINDEX,20160309,573.47,576.32,571.48,571.71,125151264
VNINDEX,20160310,574.07,575.91,571.52,575.91,146190997
VNINDEX,20160311,576.12,580.93,574.81,577.26,146761681
VNINDEX,20160314,579.61,579.84,576.26,577.98,175478402
VNINDEX,20160315,577.98,578.96,572.59,574.04,163937509
