<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
VNINDEX,20061218,790.18,790.18,779.30,779.57,8533847
VNINDEX,20061219,795.68,799.31,795.68,799.31,7367746
VNINDEX,20061220,815.98,815.98,809.86,809.86,9141212
VNINDEX,20061221,809.34,809.34,778.88,778.88,8467199
VNINDEX,20061222,744.67,744.67,744.15,744.15,5773887
VNINDEX,20061225,717.68,734.66,717.68,734.66,7007193
VNINDEX,20061226,723.98,747.82,723.98,747.82,7093069
VNINDEX,20061227,762.33,762.33,744.36,754.63,7370298
VNINDEX,20061228,757.06,758.87,753.81,753.81,5937912
VNINDEX,20061229,748.36,751.77,748.36,751.77,5314608
VNINDEX,20070102,751.04,751.04,741.27,741.27,4502408
VNINDEX,20070103,745.13,757.71,745.13,757.71,5258995
VNINDEX,20070104,784.45,788.82,784.45,788.82,6506659
VNINDEX,20070105,818.04,818.51,818.04,818.51,9455908
VNINDEX,20070108,840.22,840.22,825.11,825.11,10016893
VNINDEX,20070109,845.26,845.26,840.89,844.91,8354382
VNINDEX,20070110,864.75,866.72,864.75,865.71,7879986
VNINDEX,20070111,886.83,886.83,885.43,885.43,8789453
VNINDEX,20070112,914.41,914.79,913.68,914.79,9543441
VNINDEX,20070115,941.73,947.15,941.73,947.15,7956674
VNINDEX,20070116,985.53,985.53,983.50,983.60,8808729
VNINDEX,20070117,1012.70,1012.70,964.96,964.96,10836704
VNINDEX,20070118,946.84,983.09,946.84,983.09,11626685
VNINDEX,20070119,1024.00,1024.00,1022.97,1023.05,8751729
VNINDEX,20070122,1044.26,1044.26,1027.70,1027.70,10351921
VNINDEX,20070123,1040.06,1040.70,1039.61,1040.70,8469166
VNINDEX,20070124,1049.82,1049.82,1016.39,1016.39,8162868
VNINDEX,20070125,991.65,991.65,988.86,988.86,12604619
VNINDEX,20070126,966.60,974.76,966.60,974.76,12711771
VNINDEX,20070129,976.51,995.55,976.51,995.55,8582191
VNINDEX,20070130,1021.29,1023.97,1021.29,1022.40,8928122
VNINDEX,20070131,1044.07,1044.07,1041.33,1041.33,9625600
VNINDEX,20070201,1066.33,1066.33,1049.32,1049.32,13690163
VNINDEX,20070202,1074.55,1074.55,1074.55,1074.55,8256462
VNINDEX,20070205,1091.02,1091.02,1058.71,1058.71,12214994
VNINDEX,20070206,1058.57,1091.38,1058.57,1091.38,8719607
VNINDEX,20070207,1084.33,1095.75,1083.99,1095.75,8981415
VNINDEX,20070208,1058.74,1058.74,1052.86,1052.86,8179419
VNINDEX,20070209,1010.97,1030.90,1010.38,1030.90,9228606
VNINDEX,20070212,1041.43,1054.26,1041.43,1054.26,8719042
VNINDEX,20070213,1081.79,1081.79,1074.06,1074.46,7714677
VNINDEX,20070214,1077.98,1077.98,1073.19,1073.19,7092444
VNINDEX,20070215,1071.50,1083.25,1071.50,1083.25,6834828
VNINDEX,20070226,1121.18,1129.02,1121.18,1129.02,9660086
VNINDEX,20070227,1174.10,1174.10,1167.36,1167.36,10110845
VNINDEX,20070228,1159.67,1159.67,1135.85,1137.69,12568690
VNINDEX,20070301,1147.51,1147.51,1123.07,1123.07,9984392
VNINDEX,20070302,1130.62,1147.66,1130.62,1147.66,16177396
VNINDEX,20070305,1165.05,1165.05,1158.90,1158.90,9705725
VNINDEX,20070306,1139.76,1139.76,1132.95,1133.31,10216953
VNINDEX,20070307,1139.30,1139.30,1132.23,1132.23,8919842
VNINDEX,20070308,1140.48,1141.59,1138.67,1141.59,9718169
VNINDEX,20070309,1168.67,1168.67,1155.68,1155.68,11595233
VNINDEX,20070312,1179.32,1179.32,1170.67,1170.67,13923900
VNINDEX,20070313,1178.67,1178.67,1154.12,1158.27,12819675
VNINDEX,20070314,1135.21,1135.21,1114.21,1114.21,11096109
VNINDEX,20070315,1072.79,1072.79,1065.52,1065.52,10809786
VNINDEX,20070316,1089.24,1109.76,1089.24,1109.76,11274623
VNINDEX,20070319,1152.06,1152.06,1133.34,1133.34,11699206
VNINDEX,20070320,1133.77,1133.77,1117.25,1117.25,10819385
VNINDEX,20070321,1116.79,1116.79,1111.63,1111.63,10629583
VNINDEX,20070322,1107.86,1107.86,1099.82,1099.82,9651588
VNINDEX,20070323,1096.95,1096.95,1090.56,1090.56,8260436
VNINDEX,20070326,1085.46,1085.46,1070.73,1072.16,7532599
VNINDEX,20070327,1050.27,1050.27,1034.24,1034.24,6686143
VNINDEX,20070328,999.35,1031.79,999.35,1031.79,8801110
VNINDEX,20070329,1050.17,1068.71,1050.17,1068.71,8139240
VNINDEX,20070330,1091.23,1091.23,1071.33,1071.33,10424290
VNINDEX,20070402,1059.18,1061.75,1055.10,1055.10,7738780
VNINDEX,20070403,1030.93,1030.93,1027.43,1027.53,5307660
VNINDEX,20070404,1030.69,1050.90,1030.69,1050.90,7202364
VNINDEX,20070405,1058.53,1058.53,1048.98,1048.98,5252720
VNINDEX,20070406,1033.77,1033.92,1032.64,1033.92,5643000
VNINDEX,20070409,1041.29,1041.36,1039.98,1041.36,3809500
VNINDEX,20070410,1044.90,1044.90,1039.67,1039.67,4466060
VNINDEX,20070411,1037.16,1037.25,1034.68,1034.68,3448580
VNINDEX,20070412,1031.21,1031.21,1027.58,1027.58,4203930
VNINDEX,20070413,1026.40,1026.40,1012.98,1012.98,4856940
VNINDEX,20070416,998.14,998.14,983.00,983.00,5487600
VNINDEX,20070417,968.96,968.96,965.72,965.72,6459150
VNINDEX,20070418,979.86,1001.12,979.86,1001.12,4293550
VNINDEX,20070419,1015.10,1015.10,998.09,998.09,7943341
VNINDEX,20070420,981.95,981.95,968.88,968.88,4905470
VNINDEX,20070423,940.58,940.58,931.18,931.18,4220580
VNINDEX,20070424,907.47,907.65,905.53,905.53,4977634
VNINDEX,20070425,903.94,923.89,903.94,923.89,6505530
VNINDEX,20070502,933.30,935.48,933.30,935.48,4773850
VNINDEX,20070503,939.02,941.03,937.46,937.46,4039150
VNINDEX,20070504,941.14,947.19,941.14,947.19,3165950
VNINDEX,20070507,969.48,983.62,969.48,983.62,5187272
VNINDEX,20070508,1017.24,1017.24,1015.43,1015.43,6219380
VNINDEX,20070509,1029.66,1029.66,1019.96,1019.96,6828270
VNINDEX,20070510,1026.46,1026.46,1020.04,1020.04,4595360
VNINDEX,20070511,1022.35,1039.63,1022.35,1039.63,4870450
VNINDEX,20070514,1061.89,1066.04,1061.89,1066.04,6073760
VNINDEX,20070515,1069.15,1069.15,1054.69,1054.69,6507110
VNINDEX,20070516,1051.62,1051.62,1040.99,1040.99,5342900
VNINDEX,20070517,1039.27,1059.79,1039.27,1059.79,5778840
VNINDEX,20070518,1063.33,1066.56,1063.33,1066.56,6503640
VNINDEX,20070521,1077.62,1085.41,1077.62,1085.41,5954925
VNINDEX,20070522,1102.70,1107.52,1102.70,1107.52,8457930
VNINDEX,20070523,1127.75,1127.75,1113.19,1113.19,9408360
VNINDEX,20070524,1101.79,1101.79,1085.30,1085.30,6458660
VNINDEX,20070525,1073.52,1089.60,1073.52,1089.60,6430550
VNINDEX,20070528,1113.24,1113.24,1098.64,1098.64,6177090
VNINDEX,20070529,1102.82,1102.82,1093.77,1093.77,6594360
VNINDEX,20070530,1080.96,1080.96,1077.88,1077.88,5325640
VNINDEX,20070531,1087.55,1087.55,1081.48,1081.48,5914930
VNINDEX,20070601,1085.93,1085.93,1077.36,1077.36,5585860
VNINDEX,20070604,1074.18,1074.18,1062.10,1062.10,5550858
VNINDEX,20070605,1051.68,1051.68,1039.66,1039.66,6242200
VNINDEX,20070606,1040.45,1045.29,1038.90,1045.29,7043390
VNINDEX,20070607,1057.54,1060.56,1057.54,1060.02,5582520
VNINDEX,20070608,1067.13,1067.13,1054.78,1057.36,8563700
VNINDEX,20070611,1042.09,1042.09,1037.29,1040.75,5933040
VNINDEX,20070612,1034.88,1036.54,1034.88,1036.54,6114870
VNINDEX,20070613,1035.97,1038.80,1033.71,1038.80,6038330
VNINDEX,20070614,1044.02,1044.02,1042.79,1042.79,6283700
VNINDEX,20070615,1050.63,1050.63,1048.19,1048.19,5648620
VNINDEX,20070618,1046.42,1046.62,1043.99,1043.99,6098600
VNINDEX,20070619,1047.95,1049.87,1047.95,1049.58,6460700
VNINDEX,20070620,1050.88,1050.88,1045.28,1045.28,6700750
VNINDEX,20070621,1043.96,1043.96,1034.43,1034.43,5624130
VNINDEX,20070622,1031.26,1037.45,1031.26,1033.69,5790290
VNINDEX,20070625,1047.97,1047.97,1044.39,1044.39,5435110
VNINDEX,20070626,1064.15,1064.15,1054.38,1055.70,5984890
VNINDEX,20070627,1057.08,1057.08,1032.96,1032.96,4882020
VNINDEX,20070628,1024.30,1024.62,1024.04,1024.04,4458000
VNINDEX,20070629,1020.64,1024.68,1020.64,1024.68,4523470
VNINDEX,20070702,1015.71,1015.71,994.17,994.17,5959050
VNINDEX,20070703,976.11,977.30,975.40,977.30,6479190
VNINDEX,20070704,996.14,1013.56,996.14,1013.56,5117090
VNINDEX,20070705,1013.95,1013.95,1012.82,1012.82,5530070
VNINDEX,20070706,1008.36,1010.53,1008.36,1010.53,5198208
VNINDEX,20070709,1004.39,1010.27,1004.39,1010.27,4114530
VNINDEX,20070710,1015.15,1023.04,1015.15,1023.04,4996790
VNINDEX,20070711,1032.43,1032.71,1029.85,1029.85,5227120
VNINDEX,20070712,1025.72,1025.72,1017.68,1017.68,4696910
VNINDEX,20070713,1010.71,1015.73,1010.71,1015.73,4675330
VNINDEX,20070716,1005.16,1005.16,995.83,995.83,5167970
VNINDEX,20070717,995.86,1001.05,995.86,1000.33,4727450
VNINDEX,20070718,998.75,998.75,994.73,994.73,4500820
VNINDEX,20070719,990.84,990.84,984.43,984.43,4051210
VNINDEX,20070720,980.35,982.17,980.35,981.31,4968790
VNINDEX,20070724,982.17,983.53,982.17,982.43,5346677
VNINDEX,20070725,975.08,975.08,970.55,972.56,4936280
VNINDEX,20070726,965.92,965.92,956.13,956.13,3858340
VNINDEX,20070727,946.03,946.03,939.94,940.36,5183705
VNINDEX,20070730,928.48,931.55,924.87,925.44,2948620
VNINDEX,20070731,905.80,908.04,896.11,907.95,5557510
VNINDEX,20070801,905.34,925.92,903.61,923.14,5269950
VNINDEX,20070802,926.67,926.95,911.18,911.18,5396310
VNINDEX,20070803,895.22,898.24,892.88,892.88,4399650
VNINDEX,20070806,892.88,894.08,883.90,883.90,3692590
VNINDEX,20070807,890.75,898.76,890.42,896.91,4161680
VNINDEX,20070808,902.78,910.05,900.66,910.05,4836080
VNINDEX,20070809,923.15,938.21,921.79,938.21,5670610
VNINDEX,20070810,942.33,942.33,924.98,935.68,7597420
VNINDEX,20070813,916.00,916.68,909.15,909.15,4218190
VNINDEX,20070814,912.82,923.15,912.82,923.15,4518170
VNINDEX,20070815,918.17,918.17,913.47,915.34,3687880
VNINDEX,20070816,904.47,907.54,900.26,900.26,4245200
VNINDEX,20070817,886.92,889.99,886.35,887.93,4321340
VNINDEX,20070820,876.04,890.02,875.06,890.02,5643270
VNINDEX,20070821,897.03,899.99,892.53,895.72,6869140
VNINDEX,20070822,898.62,898.62,892.07,892.07,5513320
VNINDEX,20070823,891.50,891.58,886.01,887.62,6206950
VNINDEX,20070824,897.06,905.48,896.76,905.48,7950590
VNINDEX,20070827,911.01,911.01,906.55,909.07,6395170
VNINDEX,20070828,904.75,905.59,900.85,902.58,5236870
VNINDEX,20070829,895.54,901.17,894.06,901.17,5641810
VNINDEX,20070830,901.26,905.20,899.19,903.94,4402330
VNINDEX,20070831,904.57,910.07,904.57,908.37,7845670
VNINDEX,20070904,919.87,929.85,919.87,929.85,6868780
VNINDEX,20070905,938.76,938.76,925.57,925.57,8619810
VNINDEX,20070906,926.11,928.36,925.99,928.36,7332080
VNINDEX,20070907,929.53,934.13,929.53,934.13,6761830
VNINDEX,20070910,933.02,933.02,927.14,927.14,7746470
VNINDEX,20070911,925.28,925.28,920.48,920.48,6220028
VNINDEX,20070912,922.66,923.83,921.19,921.19,7099850
VNINDEX,20070913,920.55,921.31,920.55,921.31,5478360
VNINDEX,20070914,924.14,930.46,924.14,930.46,5448600
VNINDEX,20070917,932.38,934.74,932.38,934.74,7056230
VNINDEX,20070918,933.78,935.17,933.78,935.17,6960680
VNINDEX,20070919,942.52,946.22,942.52,946.22,7541850
VNINDEX,20070920,960.56,963.61,960.56,963.61,10909040
VNINDEX,20070921,965.20,965.20,958.67,958.67,11376920
VNINDEX,20070924,967.89,975.82,967.89,975.82,10720010
VNINDEX,20070925,1005.79,1009.88,1005.79,1009.88,14000060
VNINDEX,20070926,1029.73,1029.73,1015.39,1015.91,15432240
VNINDEX,20070927,1012.41,1014.09,1012.17,1014.09,11709270
VNINDEX,20070928,1030.77,1046.86,1030.77,1046.86,15045710
VNINDEX,20071001,1072.72,1084.39,1072.72,1084.39,20234000
VNINDEX,20071002,1096.97,1099.48,1092.30,1099.48,17484890
VNINDEX,20071003,1099.34,1106.60,1099.23,1106.60,14909410
VNINDEX,20071004,1107.80,1107.80,1087.76,1087.76,16966580
VNINDEX,20071005,1086.92,1086.92,1081.63,1081.63,14774402
VNINDEX,20071008,1084.58,1088.11,1084.58,1084.87,14061780
VNINDEX,20071009,1093.07,1097.36,1093.07,1097.36,14861740
VNINDEX,20071010,1110.78,1110.78,1104.67,1104.67,13654660
VNINDEX,20071011,1107.05,1107.05,1099.31,1099.31,12019780
VNINDEX,20071012,1097.58,1104.61,1097.58,1104.61,13916880
VNINDEX,20071015,1104.42,1105.21,1103.94,1105.21,12244280
VNINDEX,20071016,1106.67,1106.67,1103.79,1103.88,12885910
VNINDEX,20071017,1106.21,1106.72,1101.29,1101.29,13658180
VNINDEX,20071018,1094.93,1094.93,1088.68,1088.68,13706610
VNINDEX,20071019,1078.21,1097.07,1078.21,1097.07,11991800
VNINDEX,20071022,1091.76,1091.76,1085.74,1085.74,10903050
VNINDEX,20071023,1079.06,1079.06,1075.29,1075.29,11270540
VNINDEX,20071024,1079.60,1096.20,1079.60,1096.20,11147570
VNINDEX,20071025,1103.09,1103.09,1095.53,1095.53,12131390
VNINDEX,20071026,1095.28,1095.28,1092.48,1092.48,12469600
VNINDEX,20071029,1077.86,1077.86,1064.20,1064.20,14805500
VNINDEX,20071030,1068.31,1071.15,1068.31,1069.78,11854850
VNINDEX,20071031,1065.68,1072.47,1065.09,1065.09,12785580
VNINDEX,20071101,1074.09,1078.80,1073.31,1075.92,11060940
VNINDEX,20071102,1074.68,1075.49,1066.63,1066.63,11280060
VNINDEX,20071105,1045.31,1055.35,1045.31,1047.15,14216800
VNINDEX,20071106,1036.57,1036.84,1031.71,1031.71,12351660
VNINDEX,20071107,1026.25,1036.95,1025.98,1031.20,13802310
VNINDEX,20071108,1031.95,1034.35,1024.47,1026.47,8981480
VNINDEX,20071109,1012.43,1018.29,1010.53,1018.29,12485030
VNINDEX,20071112,1012.50,1015.43,1006.12,1006.12,10295080
VNINDEX,20071113,999.38,999.38,973.59,973.59,13572020
VNINDEX,20071114,986.91,1008.16,986.91,993.75,13812150
VNINDEX,20071115,1007.06,1007.61,999.60,1002.71,13490450
VNINDEX,20071116,996.07,1001.37,995.77,998.22,8451180
VNINDEX,20071119,996.48,999.45,995.59,998.75,6882050
VNINDEX,20071120,984.30,986.51,982.51,983.52,8020570
VNINDEX,20071121,963.56,972.26,963.56,971.49,9368030
VNINDEX,20071122,977.57,983.69,976.12,977.17,7638550
VNINDEX,20071123,979.11,981.38,974.44,975.92,7877347
VNINDEX,20071126,982.18,991.38,980.86,991.38,10036770
VNINDEX,20071127,998.72,999.40,988.08,988.08,8391380
VNINDEX,20071128,988.59,989.69,984.57,984.57,7845438
VNINDEX,20071129,984.86,987.37,980.09,980.09,7703070
VNINDEX,20071130,973.19,980.09,972.35,972.35,8713070
VNINDEX,20071203,977.86,987.96,977.86,987.96,8562600
VNINDEX,20071204,990.51,992.54,988.91,988.91,9798970
VNINDEX,20071205,981.95,981.95,976.21,976.21,7965150
VNINDEX,20071206,973.65,974.46,971.49,974.46,7392340
VNINDEX,20071207,970.15,976.89,970.15,974.63,7063220
VNINDEX,20071210,966.72,968.17,958.48,958.48,9414458
VNINDEX,20071211,948.91,949.37,941.04,941.04,8629630
VNINDEX,20071212,936.20,952.88,935.93,946.32,8128880
VNINDEX,20071213,941.76,941.76,930.36,930.36,6348130
VNINDEX,20071214,924.11,927.88,922.09,922.09,5527390
VNINDEX,20071217,918.61,920.25,911.15,911.15,7967180
VNINDEX,20071218,911.42,919.60,909.80,919.60,7815370
VNINDEX,20071219,932.59,946.78,932.59,946.78,9001800
VNINDEX,20071220,949.15,949.15,930.45,930.45,7302420
VNINDEX,20071221,930.37,935.61,929.92,935.07,7047410
VNINDEX,20071224,933.66,934.77,929.97,930.86,6110930
VNINDEX,20071225,925.11,925.32,918.43,918.43,7088620
VNINDEX,20071226,917.31,924.37,916.24,924.37,5974770
VNINDEX,20071227,923.08,925.11,921.75,921.75,6779910
VNINDEX,20071228,920.72,927.02,920.72,927.02,5902660
VNINDEX,20080102,925.66,926.01,921.07,921.07,5006582
VNINDEX,20080103,913.56,915.46,908.25,908.25,5189990
VNINDEX,20080104,904.83,905.38,903.09,903.09,4635580
VNINDEX,20080107,899.53,899.53,884.03,887.08,6741100
VNINDEX,20080108,892.68,899.22,892.68,893.74,6705060
VNINDEX,20080109,888.69,889.12,878.41,878.41,6807917
VNINDEX,20080110,858.07,858.58,849.69,850.07,10799890
VNINDEX,20080111,860.52,867.50,860.13,860.77,7574180
VNINDEX,20080114,859.29,859.29,841.00,841.00,8275700
VNINDEX,20080115,819.04,820.20,807.72,808.83,10183700
VNINDEX,20080116,836.43,846.07,835.20,846.07,9713140
VNINDEX,20080117,861.78,861.78,830.74,833.81,10613030
VNINDEX,20080118,831.08,847.05,828.22,847.05,5880910
VNINDEX,20080121,839.31,839.37,833.88,833.88,7227360
VNINDEX,20080122,808.46,813.01,807.74,807.74,8300355
VNINDEX,20080123,785.77,787.12,775.30,776.68,9813820
VNINDEX,20080124,785.92,790.52,764.13,764.13,9554410
VNINDEX,20080125,763.66,778.82,762.99,776.04,7087530
VNINDEX,20080128,781.92,785.07,775.90,785.07,7288760
VNINDEX,20080129,787.30,811.61,786.42,811.61,9962390
VNINDEX,20080130,844.95,848.88,843.10,843.10,12327000
VNINDEX,20080131,831.74,844.11,826.03,844.11,17332690
VNINDEX,20080201,854.15,859.62,852.32,859.62,12155310
VNINDEX,20080212,857.02,857.02,840.50,841.23,6563550
VNINDEX,20080213,830.54,830.77,817.86,817.86,7612299
VNINDEX,20080214,824.34,832.66,823.46,823.46,7236590
VNINDEX,20080215,821.00,821.00,813.89,816.03,5835450
VNINDEX,20080218,784.80,786.45,780.80,782.57,12627240
VNINDEX,20080219,764.42,780.91,764.17,776.79,9490914
VNINDEX,20080220,775.30,775.93,744.92,744.92,9484220
VNINDEX,20080221,711.78,712.27,710.17,710.45,8476950
VNINDEX,20080222,678.32,687.10,677.79,687.10,15377850
VNINDEX,20080225,706.00,715.25,706.00,715.04,12225060
VNINDEX,20080226,714.86,714.86,692.88,692.91,12221100
VNINDEX,20080227,681.45,704.67,681.35,686.49,9095090
VNINDEX,20080228,687.75,688.70,677.80,678.12,8789700
VNINDEX,20080229,670.49,672.15,661.75,663.30,10885440
VNINDEX,20080303,646.08,646.31,634.22,635.24,10277900
VNINDEX,20080304,608.05,608.88,606.10,608.88,8478670
VNINDEX,20080305,581.19,583.45,580.40,583.45,10196850
VNINDEX,20080306,609.77,611.26,609.77,611.17,9886202
VNINDEX,20080307,638.23,640.14,638.23,640.14,8669280
VNINDEX,20080310,667.63,669.24,657.53,658.29,26653440
VNINDEX,20080311,642.87,643.68,638.71,638.71,14900060
VNINDEX,20080312,632.08,654.47,632.08,643.90,13282000
VNINDEX,20080313,655.18,655.18,644.89,647.60,9896420
VNINDEX,20080314,640.04,643.90,640.04,643.80,11495356
VNINDEX,20080317,623.23,624.31,615.71,615.71,11537420
VNINDEX,20080318,588.63,589.57,588.16,588.26,9694285
VNINDEX,20080319,584.53,592.18,573.45,573.45,19189650
VNINDEX,20080320,568.32,576.41,564.82,564.82,10027530
VNINDEX,20080321,553.05,553.69,545.68,545.68,11754390
VNINDEX,20080324,524.72,525.24,521.07,521.07,8780024
VNINDEX,20080325,497.25,497.39,496.64,496.64,7744310
VNINDEX,20080326,495.02,504.78,495.02,504.67,18619324
VNINDEX,20080327,507.79,508.79,507.79,508.75,6521000
VNINDEX,20080328,512.30,512.70,512.30,512.70,3550230
VNINDEX,20080331,516.59,516.85,516.58,516.85,2731550
VNINDEX,20080401,520.53,520.99,520.53,520.99,1748340
VNINDEX,20080402,524.38,525.11,524.38,525.11,1242020
VNINDEX,20080403,528.46,529.23,528.46,529.23,1993160
VNINDEX,20080404,531.56,533.00,531.56,533.00,1576900
VNINDEX,20080407,541.42,542.33,541.37,542.33,2117800
VNINDEX,20080408,550.68,550.68,544.30,548.56,25849980
VNINDEX,20080409,552.42,552.42,550.03,552.05,11031570
VNINDEX,20080410,549.17,549.17,543.99,545.73,9298650
VNINDEX,20080411,537.71,539.01,536.90,539.01,9264020
VNINDEX,20080416,530.90,531.73,530.04,531.38,6037610
VNINDEX,20080417,523.52,537.58,523.45,537.58,13240110
VNINDEX,20080418,540.08,540.08,534.51,537.31,10324280
VNINDEX,20080421,534.62,534.92,532.69,534.92,6025300
VNINDEX,20080422,530.26,530.62,528.60,530.62,4886560
VNINDEX,20080423,523.60,523.60,521.82,521.95,5455350
VNINDEX,20080424,515.14,518.42,515.08,518.42,6921040
VNINDEX,20080425,514.37,515.88,513.93,515.88,7188240
VNINDEX,20080428,514.79,519.62,514.44,519.42,9266020
VNINDEX,20080429,523.86,524.07,520.41,522.36,9960430
VNINDEX,20080505,523.29,523.75,521.28,521.28,5342700
VNINDEX,20080506,518.21,518.35,516.21,518.35,6103045
VNINDEX,20080507,514.66,515.26,511.07,515.26,6046690
VNINDEX,20080508,507.31,507.94,506.43,507.94,4632400
VNINDEX,20080509,499.59,500.33,499.59,500.33,3506550
VNINDEX,20080512,492.95,493.27,492.04,492.04,2561332
VNINDEX,20080513,484.77,484.77,483.92,483.92,1340460
VNINDEX,20080514,477.29,477.29,475.50,475.50,1922300
VNINDEX,20080515,468.56,468.56,466.67,466.67,2113880
VNINDEX,20080516,459.62,461.96,459.37,460.04,8337430
VNINDEX,20080519,453.93,455.67,453.93,455.67,5219340
VNINDEX,20080520,450.03,450.03,449.24,449.24,5026422
VNINDEX,20080521,442.38,442.41,441.53,441.75,4901800
VNINDEX,20080522,435.64,435.73,434.75,434.75,2879950
VNINDEX,20080523,427.84,428.20,427.53,428.05,3179200
VNINDEX,20080526,422.48,422.48,420.51,420.51,1512370
VNINDEX,20080530,413.99,414.14,413.99,414.10,2725780
VNINDEX,20080602,408.20,408.20,407.94,407.94,1173850
VNINDEX,20080603,402.39,402.39,401.10,401.20,1089770
VNINDEX,20080604,395.54,395.66,394.68,395.66,1303170
VNINDEX,20080605,390.86,390.86,390.06,390.08,1316200
VNINDEX,20080606,385.18,385.18,384.05,384.24,1674000
VNINDEX,20080609,380.23,380.23,379.12,379.12,905520
VNINDEX,20080610,374.33,374.46,373.00,373.00,1199200
VNINDEX,20080611,368.06,371.29,368.06,370.45,11198880
VNINDEX,20080612,368.70,370.55,368.10,370.55,6886490
VNINDEX,20080613,370.83,373.57,370.83,372.68,10228120
VNINDEX,20080616,376.23,378.68,376.23,378.20,11265230
VNINDEX,20080617,384.17,384.72,384.17,384.71,7479250
VNINDEX,20080618,389.01,389.01,381.03,382.07,22381100
VNINDEX,20080619,372.80,373.27,372.53,373.27,5243980
VNINDEX,20080620,364.71,366.04,364.32,366.02,7003490
VNINDEX,20080623,367.08,369.69,367.00,368.95,9845180
VNINDEX,20080624,373.00,375.97,372.89,375.97,6483900
VNINDEX,20080625,382.36,383.78,382.13,383.78,7192040
VNINDEX,20080626,392.69,392.69,382.75,386.48,14447210
VNINDEX,20080627,385.21,392.74,385.21,392.61,8330180
VNINDEX,20080630,395.27,399.40,394.97,399.40,7574490
VNINDEX,20080701,406.46,409.83,406.46,409.61,8925960
VNINDEX,20080702,417.78,420.04,417.22,419.29,14380910
VNINDEX,20080703,428.80,430.13,428.51,430.05,8885420
VNINDEX,20080704,441.43,441.43,439.68,439.68,10396110
VNINDEX,20080707,448.49,448.49,432.32,435.89,25319130
VNINDEX,20080708,427.35,436.71,426.49,436.71,15344630
VNINDEX,20080709,439.21,440.76,438.72,439.55,15331440
VNINDEX,20080710,444.26,446.60,444.00,446.60,13736500
VNINDEX,20080711,453.78,456.64,453.78,456.64,12969670
VNINDEX,20080714,466.31,467.94,466.11,467.94,9031460
VNINDEX,20080715,479.62,479.80,478.70,479.80,11291170
VNINDEX,20080716,486.74,486.74,476.52,486.53,37214808
VNINDEX,20080717,492.61,493.17,489.83,489.83,14880680
